,nLastTradedPrice
646,1207.47200088
647,1207.47200088
648,1207.46969592
649,1207.47254271
650,1207.4568168
651,1207.45671461
652,1207.45671461
653,1207.46593028
654,1207.46245259
655,1207.45484881
656,1207.45435295
657,1207.45438173
658,1207.45380701
659,1207.45786951
660,1207.46974147
661,1207.4686437
662,1207.47189801
663,1207.47189586
664,1207.47189586
665,1207.47024652
666,1207.47023137
667,1207.45768487
668,1207.45644992
669,1207.45595473
670,1207.45595628
671,1207.45601351
672,1207.45605253
673,1207.46434531
674,1207.45521444
675,1207.4728999
676,1207.4728999
677,1207.47326728
678,1207.47326728
679,1207.47326728
680,1207.47409906
681,1207.47412473
682,1207.47412473
683,1207.45907169
684,1207.45907169
685,1207.45908083
686,1207.4736144
687,1207.45645591
688,1207.43291284
689,1207.4371791
690,1207.44973253
691,1207.45058123
692,1207.45031685
693,1207.43604429
694,1207.45437486
695,1207.47593093
696,1207.46986559
697,1207.45618508
698,1207.45391026
699,1207.4535724
700,1207.45357628
701,1207.44676475
702,1207.44672575
703,1207.44672292
704,1207.45044771
705,1207.41985921
706,1207.43512006
707,1207.44936513
708,1207.45232521
709,1207.4388088
710,1207.42217484
711,1207.4200352
712,1207.4416156
713,1207.42984376
714,1207.42984376
715,1207.41835536
716,1207.43490563
717,1207.43556766
718,1207.43556766
719,1207.4359668
720,1207.43590785
721,1207.4357847
722,1207.43527401
723,1207.43527401
724,1207.43527401
725,1207.43527401
726,1207.43526567
727,1207.4493189
728,1207.4493189
729,1207.44950784
730,1207.44907523
731,1207.44693783
732,1207.44365341
733,1207.41891752
734,1207.44340907
735,1207.4435567
736,1207.44348102
737,1207.43844978
738,1207.44123939
739,1207.4429852
740,1207.44427226
741,1207.44313691
742,1207.44372944
743,1207.44323497
744,1207.44323497
745,1207.44323497
746,1207.45356292
747,1207.45255491
748,1207.45291073
749,1207.4320577
750,1207.43193156
751,1207.43151943
752,1207.43156882
753,1207.43156882
754,1207.43155162
755,1207.43155162
756,1207.43155162
757,1207.43150845
758,1207.43150065
759,1207.43150065
760,1207.43150065
761,1207.43150065
762,1207.43089934
763,1207.43090462
764,1207.43090462
765,1207.43978219
766,1207.43978219
767,1207.43976975
768,1207.43976975
769,1207.41790913
770,1207.41853691
771,1207.41863832
772,1207.41871367
773,1207.41871367
774,1207.41831062
775,1207.41829268
776,1207.41591757
777,1207.41591757
778,1207.41591757
779,1207.41589827
780,1207.41589827
781,1207.41589827
782,1207.41582657
783,1207.4157192
784,1207.41572704
785,1207.41572704
786,1207.41571135
787,1207.41563235
788,1207.41563235
789,1207.41564863
790,1207.41565068
791,1207.41565678
792,1207.41549261
793,1207.41547612
794,1207.41546693
795,1207.4110005
796,1207.41102188
797,1207.41337363
798,1207.41337363
799,1207.41332358
800,1207.41332358
801,1207.41331019
802,1207.41261609
803,1207.412203
804,1207.41189953
805,1207.41144262
806,1207.41143103
807,1207.41134268
808,1207.41125339
809,1207.41125339
810,1207.41123541
811,1207.41421052
812,1207.41421052
813,1207.41421052
814,1207.41420853
815,1207.41420853
816,1207.43437735
817,1207.43437735
818,1207.43411626
819,1207.43411371
820,1207.43411371
821,1207.43407829
822,1207.43407588
823,1207.43407588
824,1207.43407588
825,1207.43407588
826,1207.43490281
827,1207.43417574
828,1207.43414929
829,1207.43414929
830,1207.43678832
831,1207.43678832
832,1207.44038617
833,1207.43534004
834,1207.43513183
835,1207.43513183
836,1207.43004272
837,1207.43004272
838,1207.42993922
839,1207.42991244
840,1207.42991244
841,1207.43000603
842,1207.43000603
843,1207.43010397
844,1207.43024501
845,1207.43001771
846,1207.43002126
847,1207.43008112
848,1207.43700892
849,1207.44502282
850,1207.44499227
851,1207.44499227
852,1207.45212428
853,1207.45202597
854,1207.45194432
855,1207.45183447
856,1207.45183447
857,1207.45167397
858,1207.45188312
859,1207.45196343
860,1207.45196698
861,1207.45120943
862,1207.45127147
863,1207.45126345
864,1207.45126345
865,1207.45124254
866,1207.45123607
867,1207.45043652
868,1207.45024137
869,1207.46316284
870,1207.46313815
871,1207.46313815
872,1207.46311445
873,1207.46279656
874,1207.46245346
875,1207.46259845
876,1207.47208968
877,1207.47245499
878,1207.4726159
879,1207.47207786
880,1207.47261278
881,1207.47239133
882,1207.47276792
883,1207.49966381
884,1207.5055889
885,1207.51195527
886,1207.50556446
887,1207.50578586
888,1207.50578772
889,1207.51213034
890,1207.51205976
891,1207.51238461
892,1207.51238461
893,1207.51233629
894,1207.51233629
895,1207.51263249
896,1207.51263249
897,1207.51209419
898,1207.51187814
899,1207.51163027
900,1207.50559157
901,1207.49160505
902,1207.50412475
903,1207.50379088
904,1207.50210198
905,1207.49672443
906,1207.49543835
907,1207.50017811
908,1207.5000459
909,1207.50561215
910,1207.49195082
911,1207.49195984
912,1207.48736501
913,1207.48730936
914,1207.48730936
915,1207.48747212
916,1207.48745394
917,1207.48720484
918,1207.48720484
919,1207.48720484
920,1207.48720484
921,1207.49209651
922,1207.49379102
923,1207.49379391
924,1207.50566507
925,1207.5055978
926,1207.50554176
927,1207.50592856
928,1207.50592856
929,1207.47519878
930,1207.47519878
931,1207.50398958
932,1207.50427958
933,1207.50057678
934,1207.50079299
935,1207.50079299
936,1207.50079299
937,1207.49866621
938,1207.49195207
939,1207.50065583
940,1207.50065583
941,1207.49069573
942,1207.49069573
943,1207.49069573
944,1207.49050337
945,1207.50922552
946,1207.50153085
947,1207.50197726
948,1207.50197726
949,1207.50197726
950,1207.50197726
951,1207.50948018
952,1207.50577463
953,1207.50577463
954,1207.52776701
955,1207.52820213
956,1207.52134734
957,1207.5174449
958,1207.52083455
959,1207.51913972
960,1207.51780723
961,1207.51572182
962,1207.51914644
963,1207.51908342
964,1207.4971766
965,1207.4972521
966,1207.4972521
967,1207.49724983
968,1207.49724983
969,1207.49724983
970,1207.49722087
971,1207.49716221
972,1207.49714283
973,1207.51578361
974,1207.54494814
975,1207.55085944
976,1207.56556879
977,1207.56026252
978,1207.55903635
979,1207.55854103
980,1207.54121207
981,1207.55709515
982,1207.55706948
983,1207.56540322
984,1207.56031908
985,1207.53680812
986,1207.53687967
987,1207.54493701
988,1207.55676212
989,1207.55676212
990,1207.54385201
991,1207.54215765
992,1207.56015023
993,1207.54988449
994,1207.55595489
995,1207.55436349
996,1207.56829341
997,1207.56345032
998,1207.57040151
999,1207.57001034
1000,1207.57035175
1001,1207.55677718
1002,1207.57051532
1003,1207.57051532
1004,1207.57690024
1005,1207.57670229
1006,1207.56011452
1007,1207.54874279
1008,1207.54874279
1009,1207.54791401
1010,1207.54816779
1011,1207.54719263
1012,1207.54570713
1013,1207.54568285
1014,1207.54568285
1015,1207.52902425
1016,1207.53026235
1017,1207.54538304
1018,1207.52818837
1019,1207.52580964
1020,1207.52580964
1021,1207.52575719
1022,1207.52557501
1023,1207.52539001
1024,1207.52546258
1025,1207.52513511
1026,1207.52471769
1027,1207.52357654
1028,1207.55221936
1029,1207.5502626
1030,1207.5502626
1031,1207.54526352
1032,1207.54669764
1033,1207.54669764
1034,1207.55076077
1035,1207.55066457
1036,1207.55066457
1037,1207.55037805
1038,1207.5473196
1039,1207.5473196
1040,1207.54572016
1041,1207.53932779
1042,1207.53932779
1043,1207.53100805
1044,1207.53100805
1045,1207.54639027
1046,1207.54286465
1047,1207.54731324
1048,1207.54504482
1049,1207.54504482
1050,1207.54504482
1051,1207.54504482
1052,1207.53975047
1053,1207.53956087
1054,1207.53956087
1055,1207.53007486
1056,1207.53047254
1057,1207.53045475
1058,1207.53045475
1059,1207.52964647
1060,1207.52960753
1061,1207.5366546
1062,1207.53658896
1063,1207.53658896
1064,1207.53570823
1065,1207.56388941
1066,1207.56388941
1067,1207.56635266
1068,1207.56660539
1069,1207.56660539
1070,1207.55119525
1071,1207.58490255
1072,1207.58088035
1073,1207.57731625
1074,1207.57762712
1075,1207.58289909
1076,1207.59235746
1077,1207.58459059
1078,1207.60153967
1079,1207.59658723
1080,1207.57037591
1081,1207.57023769
1082,1207.56989925
1083,1207.56989925
1084,1207.56952385
1085,1207.57626696
1086,1207.57512157
1087,1207.56951756
1088,1207.56954149
1089,1207.56954149
1090,1207.56915991
1091,1207.56908738
1092,1207.56908738
1093,1207.56930008
1094,1207.56842293
1095,1207.56842207
1096,1207.56796314
1097,1207.56796001
1098,1207.56796981
1099,1207.56793506
1100,1207.56792115
1101,1207.56788942
1102,1207.56788942
1103,1207.56788942
1104,1207.56881633
1105,1207.59784296
1106,1207.59784296
1107,1207.59784296
1108,1207.59769195
1109,1207.59481898
1110,1207.59734219
1111,1207.59693534
1112,1207.60045321
1113,1207.60045321
1114,1207.58551222
1115,1207.58105354
1116,1207.58105354
1117,1207.58112803
1118,1207.58112535
1119,1207.58123929
1120,1207.58123929
1121,1207.58123929
1122,1207.58112535
1123,1207.58174667
1124,1207.58364495
1125,1207.58364495
1126,1207.60434432
1127,1207.60434432
1128,1207.60434432
1129,1207.60434432
1130,1207.60434432
1131,1207.60423081
1132,1207.60132035
1133,1207.62283986
1134,1207.62283986
1135,1207.61822211
1136,1207.61855594
1137,1207.61855594
1138,1207.60080957
1139,1207.60049743
1140,1207.60059955
1141,1207.60042919
1142,1207.60007746
1143,1207.60012597
1144,1207.60019669
1145,1207.60019669
1146,1207.60019669
1147,1207.60019669
1148,1207.60019669
1149,1207.60019669
1150,1207.60054316
1151,1207.59986765
1152,1207.59986765
1153,1207.59954401
1154,1207.59964072
1155,1207.60542065
1156,1207.60518373
1157,1207.60518373
1158,1207.6038163
1159,1207.6026077
1160,1207.6026077
1161,1207.6026077
1162,1207.60259565
1163,1207.60259565
1164,1207.60259565
1165,1207.60229106
1166,1207.60246254
1167,1207.6024437
1168,1207.59893424
1169,1207.59893424
1170,1207.60175358
1171,1207.59826688
1172,1207.60474535
1173,1207.60474535
1174,1207.59686012
1175,1207.59690457
1176,1207.59690457
1177,1207.59692499
1178,1207.59845061
1179,1207.59798533
1180,1207.59783853
1181,1207.59783853
1182,1207.59782613
1183,1207.59767053
1184,1207.59767053
1185,1207.5977156
1186,1207.5977156
1187,1207.59772935
1188,1207.59773208
1189,1207.59771586
1190,1207.59771586
1191,1207.59766119
1192,1207.59763074
1193,1207.59717415
1194,1207.59698731
1195,1207.59698731
1196,1207.58606401
1197,1207.58601552
1198,1207.58097312
1199,1207.58097312
1200,1207.58087668
1201,1207.59593707
1202,1207.59593707
1203,1207.59593707
1204,1207.59451197
1205,1207.59451727
1206,1207.59451727
1207,1207.55944686
1208,1207.56660884
1209,1207.56450715
1210,1207.56499104
1211,1207.55719142
1212,1207.5575491
1213,1207.56020324
1214,1207.56020324
1215,1207.56178013
1216,1207.56154286
1217,1207.56150172
1218,1207.56095599
1219,1207.56095599
1220,1207.56094214
1221,1207.56558347
1222,1207.56002116
1223,1207.56001327
1224,1207.56046751
1225,1207.5597942
1226,1207.55968459
1227,1207.57431356
1228,1207.57466607
1229,1207.57486843
1230,1207.58060286
1231,1207.58030603
1232,1207.58029754
1233,1207.58029754
1234,1207.58029754
1235,1207.58010623
1236,1207.57832248
1237,1207.57812496
1238,1207.58022373
1239,1207.57943661
1240,1207.57579946
1241,1207.5791495
1242,1207.58168506
1243,1207.59048387
1244,1207.59182414
1245,1207.59182414
1246,1207.58011587
1247,1207.59664241
1248,1207.60483133
1249,1207.60591839
1250,1207.60545253
1251,1207.6054569
1252,1207.60541956
1253,1207.58928223
1254,1207.59084271
1255,1207.59903178
1256,1207.5985698
1257,1207.59224948
1258,1207.60571771
1259,1207.60108215
1260,1207.60108215
1261,1207.60608778
1262,1207.60477838
1263,1207.6284838
1264,1207.60202858
1265,1207.60196914
1266,1207.63791568
1267,1207.60209856
1268,1207.60242613
1269,1207.63670364
1270,1207.62592624
1271,1207.60224545
1272,1207.63188
1273,1207.63334096
1274,1207.63334096
1275,1207.63432495
1276,1207.63182935
1277,1207.63182935
1278,1207.62334344
1279,1207.64188648
1280,1207.64188648
1281,1207.63524907
1282,1207.63524907
1283,1207.63358443
1284,1207.62677747
1285,1207.62677747
1286,1207.62169395
1287,1207.62123342
1288,1207.61953894
1289,1207.61953894
1290,1207.61630802
1291,1207.61679205
1292,1207.61679205
1293,1207.61625157
1294,1207.61624607
1295,1207.6165842
1296,1207.61567346
1297,1207.60475591
1298,1207.59952871
1299,1207.60158477
1300,1207.6015702
1301,1207.6015702
1302,1207.6014776
1303,1207.60020429
1304,1207.60019423
1305,1207.61087433
1306,1207.58869321
1307,1207.59042717
1308,1207.59032048
1309,1207.58999586
1310,1207.58999586
1311,1207.58288559
1312,1207.58346662
1313,1207.58335908
1314,1207.59022389
1315,1207.58998242
1316,1207.60179237
1317,1207.6010875
1318,1207.59732919
1319,1207.59732661
1320,1207.59732661
1321,1207.58714592
1322,1207.5871301
1323,1207.58677056
1324,1207.58677056
1325,1207.58123857
1326,1207.55612423
1327,1207.55404851
1328,1207.55923259
1329,1207.55923259
1330,1207.55923259
1331,1207.53610864
1332,1207.53612129
1333,1207.53612129
1334,1207.53570984
1335,1207.53570984
1336,1207.53610882
1337,1207.53604351
1338,1207.53573622
1339,1207.53573622
1340,1207.53592369
1341,1207.53519604
1342,1207.53519604
1343,1207.53531202
1344,1207.53528678
1345,1207.53528678
1346,1207.53508339
1347,1207.53521922
1348,1207.53521922
1349,1207.54976607
1350,1207.53097194
1351,1207.53097194
1352,1207.53093274
1353,1207.53093274
1354,1207.53093274
1355,1207.53040247
1356,1207.53040653
1357,1207.53040653
1358,1207.53026554
1359,1207.53026554
1360,1207.53628364
1361,1207.5379214
1362,1207.5500882
1363,1207.54791129
1364,1207.52953755
1365,1207.54483606
1366,1207.54483606
1367,1207.52812004
1368,1207.52527601
1369,1207.52527601
1370,1207.52527601
1371,1207.52455138
1372,1207.50420124
1373,1207.50420124
1374,1207.50420124
1375,1207.50258177
1376,1207.52234828
1377,1207.50245122
1378,1207.50243685
1379,1207.51475917
1380,1207.51475917
1381,1207.51476139
1382,1207.51732975
1383,1207.51784877
1384,1207.50937451
1385,1207.51311112
1386,1207.51017969
1387,1207.50460156
1388,1207.50961867
1389,1207.51127956
1390,1207.5011255
1391,1207.50113661
1392,1207.50114591
1393,1207.50775849
1394,1207.50272823
1395,1207.5045036
1396,1207.5045036
1397,1207.5045036
1398,1207.50284316
1399,1207.48611923
1400,1207.4826515
1401,1207.4826515
1402,1207.47692442
1403,1207.47965893
1404,1207.47965893
1405,1207.47837807
1406,1207.47661814
1407,1207.47699647
1408,1207.47699647
1409,1207.47699647
1410,1207.47702864
1411,1207.47702864
1412,1207.49202652
1413,1207.49014124
1414,1207.48854712
1415,1207.49043409
1416,1207.49043409
1417,1207.49043409
1418,1207.50402163
1419,1207.52709965
1420,1207.53016761
1421,1207.5043378
1422,1207.50429634
1423,1207.51794211
1424,1207.50598481
1425,1207.50598481
1426,1207.50636583
1427,1207.50637165
1428,1207.50809917
1429,1207.5063761
1430,1207.50631107
1431,1207.50040142
1432,1207.50421559
1433,1207.50415847
1434,1207.50954735
1435,1207.50615792
1436,1207.5092243
1437,1207.50284343
1438,1207.50622413
1439,1207.50954069
1440,1207.51123481
1441,1207.51413076
1442,1207.50896554
1443,1207.51199196
1444,1207.51199196
1445,1207.5119844
1446,1207.51135393
1447,1207.51135393
1448,1207.51127105
1449,1207.51127105
1450,1207.51127105
1451,1207.51126703
1452,1207.5050286
1453,1207.50502558
1454,1207.50586241
1455,1207.50586241
1456,1207.50586241
1457,1207.51154167
1458,1207.51153254
1459,1207.50939925
1460,1207.51187036
1461,1207.51187036
1462,1207.51185982
1463,1207.50534603
1464,1207.510087
1465,1207.510087
1466,1207.50759335
1467,1207.50759335
1468,1207.50759335
1469,1207.50030563
1470,1207.50030563
1471,1207.50839605
1472,1207.51007683
1473,1207.5067385
1474,1207.50664054
1475,1207.50664054
1476,1207.50695331
1477,1207.508993
1478,1207.50898784
1479,1207.52299018
1480,1207.5172668
1481,1207.5172668
1482,1207.52807265
1483,1207.51486902
1484,1207.51486902
1485,1207.51255117
1486,1207.51424595
1487,1207.52974351
1488,1207.52973125
1489,1207.52631273
1490,1207.51277783
1491,1207.51548555
1492,1207.50964117
1493,1207.50950197
1494,1207.52622164
1495,1207.52630644
1496,1207.52561737
1497,1207.52561737
1498,1207.52561737
1499,1207.52561737
